seed,candidate_id,source,candidate_kind,path,declared_label_idx,declared_label_name,visual_label_idx,visual_label_name,known_drift,label_source,generator_id,prompt,gate_mode,gate_decision,gate_reason,prototype_pred_idx,prototype_pred_name,prototype_confidence,prototype_distance,quality_mean,quality_std,external_gate_decision,external_filter_reason,metadata_json
0,a583b3e234f3c5,manifest_synthetic,manifest,/Volumes/Graduate Program Documents/小论文/图像生成综述/experiments/low_shot_utility_gate/real_diffusion_sanity_check/outputs/images/red_square_000_seed20260528.png,0,red_square,,,,prompt_direct,DreamShaper8_modelscope_Yntec_dreamshaper_8.safetensors,"a single centered red square icon on a plain dark neutral background, flat vector style, simple geometric shape, no text",external_manifest_decision,retain,manual_audit_needed,0,red_square,0.9912275137185732,16.006832658370367,0.19513250612745095,0.14782450218738455,retain,manual_audit_needed,"{""seed"":20260528,""sampler_name"":""euler"",""scheduler"":""normal"",""steps"":16,""cfg"":7.0,""negative_prompt"":""text, watermark, signature, logo, cropped, blurry, low quality, distorted shape, multiple objects, cluttered background, photorealistic person, animal"",""quality_mean"":0.19530581804661964,""quality_std"":0.1517889319375357,""foreground_fraction"":0.20190811157226562,""center_foreground_share"":1.0,""target_color_margin"":0.5058320454411824}"
0,03909201e1b02b,manifest_synthetic,manifest,/Volumes/Graduate Program Documents/小论文/图像生成综述/experiments/low_shot_utility_gate/real_diffusion_sanity_check/outputs/images/red_square_001_seed20260529.png,0,red_square,,,,prompt_direct,DreamShaper8_modelscope_Yntec_dreamshaper_8.safetensors,"a single centered red square icon on a plain dark neutral background, flat vector style, simple geometric shape, no text",external_manifest_decision,reject,off_center_or_fragmented_foreground+weak_target_color_evidence,0,red_square,0.829964371882478,33.056503827956,0.1829516441993464,0.07486338955396045,reject,off_center_or_fragmented_foreground+weak_target_color_evidence,"{""seed"":20260529,""sampler_name"":""euler"",""scheduler"":""normal"",""steps"":16,""cfg"":7.0,""negative_prompt"":""text, watermark, signature, logo, cropped, blurry, low quality, distorted shape, multiple objects, cluttered background, photorealistic person, animal"",""quality_mean"":0.18290622187595737,""quality_std"":0.07548050989353446,""foreground_fraction"":0.2768745422363281,""center_foreground_share"":0.17857290475468787,""target_color_margin"":-0.008596461446626198}"
0,16ec82cf08017d,manifest_synthetic,manifest,/Volumes/Graduate Program Documents/小论文/图像生成综述/experiments/low_shot_utility_gate/real_diffusion_sanity_check/outputs/images/red_square_002_seed20260530.png,0,red_square,,,,prompt_direct,DreamShaper8_modelscope_Yntec_dreamshaper_8.safetensors,"a single centered red square icon on a plain dark neutral background, flat vector style, simple geometric shape, no text",external_manifest_decision,retain,manual_audit_needed,0,red_square,0.8093024677823003,48.14294350641298,0.2460401348039216,0.1120203668413131,retain,manual_audit_needed,"{""seed"":20260530,""sampler_name"":""euler"",""scheduler"":""normal"",""steps"":16,""cfg"":7.0,""negative_prompt"":""text, watermark, signature, logo, cropped, blurry, low quality, distorted shape, multiple objects, cluttered background, photorealistic person, animal"",""quality_mean"":0.24599605385774106,""quality_std"":0.11507389468463154,""foreground_fraction"":0.21504592895507812,""center_foreground_share"":0.9569297358664609,""target_color_margin"":0.4055004012607171}"
0,1d127d52cd9440,manifest_synthetic,manifest,/Volumes/Graduate Program Documents/小论文/图像生成综述/experiments/low_shot_utility_gate/real_diffusion_sanity_check/outputs/images/red_square_003_seed20260531.png,0,red_square,,,,prompt_direct,DreamShaper8_modelscope_Yntec_dreamshaper_8.safetensors,"a single centered red square icon on a plain dark neutral background, flat vector style, simple geometric shape, no text",external_manifest_decision,reject,off_center_or_fragmented_foreground+weak_target_color_evidence,2,blue_x,0.424214326947865,133.8776147644141,0.39235472834967317,0.26338285908891546,reject,off_center_or_fragmented_foreground+weak_target_color_evidence,"{""seed"":20260531,""sampler_name"":""euler"",""scheduler"":""normal"",""steps"":16,""cfg"":7.0,""negative_prompt"":""text, watermark, signature, logo, cropped, blurry, low quality, distorted shape, multiple objects, cluttered background, photorealistic person, animal"",""quality_mean"":0.39236016366996007,""quality_std"":0.27721247879676236,""foreground_fraction"":0.2758026123046875,""center_foreground_share"":0.01727524204702628,""target_color_margin"":-0.29359303770773376}"
0,5290a595696829,manifest_synthetic,manifest,/Volumes/Graduate Program Documents/小论文/图像生成综述/experiments/low_shot_utility_gate/real_diffusion_sanity_check/outputs/images/red_square_004_seed20260532.png,0,red_square,,,,prompt_direct,DreamShaper8_modelscope_Yntec_dreamshaper_8.safetensors,"a single centered red square icon on a plain dark neutral background, flat vector style, simple geometric shape, no text",external_manifest_decision,retain,manual_audit_needed,2,blue_x,0.3637349987998342,61.44489384102969,0.21991804534313722,0.11863107545407588,retain,manual_audit_needed,"{""seed"":20260532,""sampler_name"":""euler"",""scheduler"":""normal"",""steps"":16,""cfg"":7.0,""negative_prompt"":""text, watermark, signature, logo, cropped, blurry, low quality, distorted shape, multiple objects, cluttered background, photorealistic person, animal"",""quality_mean"":0.21991308374342577,""quality_std"":0.1262310324185155,""foreground_fraction"":0.2508964538574219,""center_foreground_share"":0.9069802800626416,""target_color_margin"":0.2325360875766826}"
0,e5b8973ca6eb47,manifest_synthetic,manifest,/Volumes/Graduate Program Documents/小论文/图像生成综述/experiments/low_shot_utility_gate/real_diffusion_sanity_check/outputs/images/red_square_005_seed20260533.png,0,red_square,,,,prompt_direct,DreamShaper8_modelscope_Yntec_dreamshaper_8.safetensors,"a single centered red square icon on a plain dark neutral background, flat vector style, simple geometric shape, no text",external_manifest_decision,retain,manual_audit_needed,0,red_square,0.6784716978792571,48.005286445461145,0.2525135314542484,0.1111245396693076,retain,manual_audit_needed,"{""seed"":20260533,""sampler_name"":""euler"",""scheduler"":""normal"",""steps"":16,""cfg"":7.0,""negative_prompt"":""text, watermark, signature, logo, cropped, blurry, low quality, distorted shape, multiple objects, cluttered background, photorealistic person, animal"",""quality_mean"":0.25252009373085177,""quality_std"":0.11390265014847535,""foreground_fraction"":0.14163970947265625,""center_foreground_share"":0.9958254780500942,""target_color_margin"":0.4615322473192004}"
0,4dced620d9bee8,manifest_synthetic,manifest,/Volumes/Graduate Program Documents/小论文/图像生成综述/experiments/low_shot_utility_gate/real_diffusion_sanity_check/outputs/images/green_circle_000_seed20261528.png,1,green_circle,,,,prompt_direct,DreamShaper8_modelscope_Yntec_dreamshaper_8.safetensors,"a single centered green circle icon on a plain dark neutral background, flat vector style, simple geometric shape, no text",external_manifest_decision,retain,manual_audit_needed,2,blue_x,0.4386223453193916,62.64061897513761,0.2820772058823529,0.06656652524261708,retain,manual_audit_needed,"{""seed"":20261528,""sampler_name"":""euler"",""scheduler"":""normal"",""steps"":16,""cfg"":7.0,""negative_prompt"":""text, watermark, signature, logo, cropped, blurry, low quality, distorted shape, multiple objects, cluttered background, photorealistic person, animal"",""quality_mean"":0.2820696812050015,""quality_std"":0.08152887527180662,""foreground_fraction"":0.20766448974609375,""center_foreground_share"":0.9668981226349241,""target_color_margin"":0.11225643138089195}"
0,f23c1435e4a8c4,manifest_synthetic,manifest,/Volumes/Graduate Program Documents/小论文/图像生成综述/experiments/low_shot_utility_gate/real_diffusion_sanity_check/outputs/images/green_circle_001_seed20261529.png,1,green_circle,,,,prompt_direct,DreamShaper8_modelscope_Yntec_dreamshaper_8.safetensors,"a single centered green circle icon on a plain dark neutral background, flat vector style, simple geometric shape, no text",external_manifest_decision,retain,manual_audit_needed,2,blue_x,0.512595074057141,78.42318589609546,0.28207465277777777,0.10634055463005335,retain,manual_audit_needed,"{""seed"":20261529,""sampler_name"":""euler"",""scheduler"":""normal"",""steps"":16,""cfg"":7.0,""negative_prompt"":""text, watermark, signature, logo, cropped, blurry, low quality, distorted shape, multiple objects, cluttered background, photorealistic person, animal"",""quality_mean"":0.28169310825322963,""quality_std"":0.11588330891680124,""foreground_fraction"":0.12491226196289062,""center_foreground_share"":0.8696900290120629,""target_color_margin"":0.22379280824855508}"
0,b737852161a039,manifest_synthetic,manifest,/Volumes/Graduate Program Documents/小论文/图像生成综述/experiments/low_shot_utility_gate/real_diffusion_sanity_check/outputs/images/green_circle_002_seed20261530.png,1,green_circle,,,,prompt_direct,DreamShaper8_modelscope_Yntec_dreamshaper_8.safetensors,"a single centered green circle icon on a plain dark neutral background, flat vector style, simple geometric shape, no text",external_manifest_decision,reject,weak_target_color_evidence,2,blue_x,0.45775495587251414,114.65852120774119,0.4182712928921568,0.28146254411692656,reject,weak_target_color_evidence,"{""seed"":20261530,""sampler_name"":""euler"",""scheduler"":""normal"",""steps"":16,""cfg"":7.0,""negative_prompt"":""text, watermark, signature, logo, cropped, blurry, low quality, distorted shape, multiple objects, cluttered background, photorealistic person, animal"",""quality_mean"":0.4182511423148361,""quality_std"":0.31581543709130666,""foreground_fraction"":0.2800025939941406,""center_foreground_share"":0.5607961744390403,""target_color_margin"":-0.28360491427191686}"
0,6c885bb5fa8f87,manifest_synthetic,manifest,/Volumes/Graduate Program Documents/小论文/图像生成综述/experiments/low_shot_utility_gate/real_diffusion_sanity_check/outputs/images/green_circle_003_seed20261531.png,1,green_circle,,,,prompt_direct,DreamShaper8_modelscope_Yntec_dreamshaper_8.safetensors,"a single centered green circle icon on a plain dark neutral background, flat vector style, simple geometric shape, no text",external_manifest_decision,reject,off_center_or_fragmented_foreground+weak_target_color_evidence,2,blue_x,0.4433462344216236,115.73065179906295,0.3727239072712418,0.2543807998150329,reject,off_center_or_fragmented_foreground+weak_target_color_evidence,"{""seed"":20261531,""sampler_name"":""euler"",""scheduler"":""normal"",""steps"":16,""cfg"":7.0,""negative_prompt"":""text, watermark, signature, logo, cropped, blurry, low quality, distorted shape, multiple objects, cluttered background, photorealistic person, animal"",""quality_mean"":0.3740605073816636,""quality_std"":0.2848202365188583,""foreground_fraction"":0.2794914245605469,""center_foreground_share"":0.2269234443883331,""target_color_margin"":-0.24470362442251833}"
