path,label,label_source,generator_id,prompt,negative_prompt,seed,sampler_name,scheduler,steps,cfg,width,height,comfy_prompt_id,comfy_filename,comfy_subfolder,comfy_type,quality_mean,quality_std,foreground_fraction,center_foreground_share,target_color_score,target_color_margin,gate_decision,filter_reason
images/red_square_000_seed20260528.png,red_square,prompt_direct,DreamShaper8_modelscope_Yntec_dreamshaper_8.safetensors,"a single centered red square icon on a plain dark neutral background, flat vector style, simple geometric shape, no text","text, watermark, signature, logo, cropped, blurry, low quality, distorted shape, multiple objects, cluttered background, photorealistic person, animal",20260528,euler,normal,16,7.0,512,512,035d43d4-2f7f-428e-a320-f2a7408d61fe,red_square_000_seed20260528_00001_.png,ivc_real_diffusion,output,0.19530581804661964,0.1517889319375357,0.20190811157226562,1.0,0.720783699851266,0.5058320454411824,retain,manual_audit_needed
images/red_square_001_seed20260529.png,red_square,prompt_direct,DreamShaper8_modelscope_Yntec_dreamshaper_8.safetensors,"a single centered red square icon on a plain dark neutral background, flat vector style, simple geometric shape, no text","text, watermark, signature, logo, cropped, blurry, low quality, distorted shape, multiple objects, cluttered background, photorealistic person, animal",20260529,euler,normal,16,7.0,512,512,7d05a99e-72db-46eb-a9a4-3fdd16eb1749,red_square_001_seed20260529_00001_.png,ivc_real_diffusion,output,0.18290622187595737,0.07548050989353446,0.2768745422363281,0.17857290475468787,0.19835140388753367,-0.008596461446626198,reject,off_center_or_fragmented_foreground+weak_target_color_evidence
images/red_square_002_seed20260530.png,red_square,prompt_direct,DreamShaper8_modelscope_Yntec_dreamshaper_8.safetensors,"a single centered red square icon on a plain dark neutral background, flat vector style, simple geometric shape, no text","text, watermark, signature, logo, cropped, blurry, low quality, distorted shape, multiple objects, cluttered background, photorealistic person, animal",20260530,euler,normal,16,7.0,512,512,33a99f09-8c98-4ade-84a6-1a99e55b978f,red_square_002_seed20260530_00001_.png,ivc_real_diffusion,output,0.24599605385774106,0.11507389468463154,0.21504592895507812,0.9569297358664609,0.5031418930522935,0.4055004012607171,retain,manual_audit_needed
images/red_square_003_seed20260531.png,red_square,prompt_direct,DreamShaper8_modelscope_Yntec_dreamshaper_8.safetensors,"a single centered red square icon on a plain dark neutral background, flat vector style, simple geometric shape, no text","text, watermark, signature, logo, cropped, blurry, low quality, distorted shape, multiple objects, cluttered background, photorealistic person, animal",20260531,euler,normal,16,7.0,512,512,2afadaf8-cae7-4a64-81ac-ab41584992b6,red_square_003_seed20260531_00001_.png,ivc_real_diffusion,output,0.39236016366996007,0.27721247879676236,0.2758026123046875,0.01727524204702628,0.11396121854233912,-0.29359303770773376,reject,off_center_or_fragmented_foreground+weak_target_color_evidence
images/red_square_004_seed20260532.png,red_square,prompt_direct,DreamShaper8_modelscope_Yntec_dreamshaper_8.safetensors,"a single centered red square icon on a plain dark neutral background, flat vector style, simple geometric shape, no text","text, watermark, signature, logo, cropped, blurry, low quality, distorted shape, multiple objects, cluttered background, photorealistic person, animal",20260532,euler,normal,16,7.0,512,512,a38375ee-a680-475f-a099-3587d6a8622a,red_square_004_seed20260532_00001_.png,ivc_real_diffusion,output,0.21991308374342577,0.1262310324185155,0.2508964538574219,0.9069802800626416,0.34823233352739297,0.2325360875766826,retain,manual_audit_needed
images/red_square_005_seed20260533.png,red_square,prompt_direct,DreamShaper8_modelscope_Yntec_dreamshaper_8.safetensors,"a single centered red square icon on a plain dark neutral background, flat vector style, simple geometric shape, no text","text, watermark, signature, logo, cropped, blurry, low quality, distorted shape, multiple objects, cluttered background, photorealistic person, animal",20260533,euler,normal,16,7.0,512,512,9b2d49b6-ccd8-49bf-b6d7-90eb0c8fcdab,red_square_005_seed20260533_00001_.png,ivc_real_diffusion,output,0.25252009373085177,0.11390265014847535,0.14163970947265625,0.9958254780500942,0.5978491801441099,0.4615322473192004,retain,manual_audit_needed
images/green_circle_000_seed20261528.png,green_circle,prompt_direct,DreamShaper8_modelscope_Yntec_dreamshaper_8.safetensors,"a single centered green circle icon on a plain dark neutral background, flat vector style, simple geometric shape, no text","text, watermark, signature, logo, cropped, blurry, low quality, distorted shape, multiple objects, cluttered background, photorealistic person, animal",20261528,euler,normal,16,7.0,512,512,3c6e046f-b5f2-4dcb-a792-82f2f246b89e,green_circle_000_seed20261528_00001_.png,ivc_real_diffusion,output,0.2820696812050015,0.08152887527180662,0.20766448974609375,0.9668981226349241,0.26173604907686004,0.11225643138089195,retain,manual_audit_needed
images/green_circle_001_seed20261529.png,green_circle,prompt_direct,DreamShaper8_modelscope_Yntec_dreamshaper_8.safetensors,"a single centered green circle icon on a plain dark neutral background, flat vector style, simple geometric shape, no text","text, watermark, signature, logo, cropped, blurry, low quality, distorted shape, multiple objects, cluttered background, photorealistic person, animal",20261529,euler,normal,16,7.0,512,512,d02ebe57-fcff-4195-bc74-aac1e7f1dca0,green_circle_001_seed20261529_00001_.png,ivc_real_diffusion,output,0.28169310825322963,0.11588330891680124,0.12491226196289062,0.8696900290120629,0.3910942024427032,0.22379280824855508,retain,manual_audit_needed
images/green_circle_002_seed20261530.png,green_circle,prompt_direct,DreamShaper8_modelscope_Yntec_dreamshaper_8.safetensors,"a single centered green circle icon on a plain dark neutral background, flat vector style, simple geometric shape, no text","text, watermark, signature, logo, cropped, blurry, low quality, distorted shape, multiple objects, cluttered background, photorealistic person, animal",20261530,euler,normal,16,7.0,512,512,daa0de54-457c-41c8-bb3b-eef73d314791,green_circle_002_seed20261530_00001_.png,ivc_real_diffusion,output,0.4182511423148361,0.31581543709130666,0.2800025939941406,0.5607961744390403,0.07815850305591378,-0.28360491427191686,reject,weak_target_color_evidence
images/green_circle_003_seed20261531.png,green_circle,prompt_direct,DreamShaper8_modelscope_Yntec_dreamshaper_8.safetensors,"a single centered green circle icon on a plain dark neutral background, flat vector style, simple geometric shape, no text","text, watermark, signature, logo, cropped, blurry, low quality, distorted shape, multiple objects, cluttered background, photorealistic person, animal",20261531,euler,normal,16,7.0,512,512,53d42e37-4ca1-47a4-b0bc-c101eccf0fce,green_circle_003_seed20261531_00001_.png,ivc_real_diffusion,output,0.3740605073816636,0.2848202365188583,0.2794914245605469,0.2269234443883331,0.11195627909450219,-0.24470362442251833,reject,off_center_or_fragmented_foreground+weak_target_color_evidence
